pname	PID	interID	NumberID
t cell receptor signaling pathway(BioCarta)	100022	100329	100913
t cell receptor signaling pathway(BioCarta)	100022	100329	100700
ctcf: first multivalent nuclear factor(BioCarta)	100194	102968	100220
ctcf: first multivalent nuclear factor(BioCarta)	100194	102968	100220
ctcf: first multivalent nuclear factor(BioCarta)	100194	102968	102137
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102449	26500
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102449	26500
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102449	101945
fmlp induced chemokine gene expression in hmc-1 cells(BioCarta)	100162	102449	100074
caspase cascade in apoptosis(BioCarta)	100218	103311	26187
caspase cascade in apoptosis(BioCarta)	100218	103311	100569
caspase cascade in apoptosis(BioCarta)	100218	103311	100379
integrin signaling pathway(BioCarta)	100123	101786	100066
integrin signaling pathway(BioCarta)	100123	101786	101722
integrin signaling pathway(BioCarta)	100123	101786	101721
roles of ß arrestin dependent recruitment of src kinases in gpcr signaling(BioCarta)	100230	103503	102293
roles of ß arrestin dependent recruitment of src kinases in gpcr signaling(BioCarta)	100230	103503	102294
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase(BioCarta)	100100	101409	101520
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase(BioCarta)	100100	101409	101520
pkc-catalyzed phosphorylation of inhibitory phosphoprotein of myosin phosphatase(BioCarta)	100100	101409	100156
lectin induced complement pathway(BioCarta)	100118	101690	100539
classical complement pathway(BioCarta)	100200	101690	100539
lectin induced complement pathway(BioCarta)	100118	101690	28103
classical complement pathway(BioCarta)	100200	101690	28103
lectin induced complement pathway(BioCarta)	100118	101690	297
classical complement pathway(BioCarta)	100200	101690	297
lectin induced complement pathway(BioCarta)	100118	101690	100545
classical complement pathway(BioCarta)	100200	101690	100545
lectin induced complement pathway(BioCarta)	100118	101690	100540
classical complement pathway(BioCarta)	100200	101690	100540
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102808	102076
estrogen responsive protein efp controls cell cycle and breast tumors growth(BioCarta)	100182	102808	102072
actions of nitric oxide in the heart(BioCarta)	100094	101287	27577
actions of nitric oxide in the heart(BioCarta)	100094	101287	27577
actions of nitric oxide in the heart(BioCarta)	100094	101287	890
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103387	100200
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103387	100200
ca-calmodulin-dependent protein kinase activation(BioCarta)	100223	103387	101327
toll-like receptor pathway(BioCarta)	100013	100192	100074
toll-like receptor pathway(BioCarta)	100013	100192	100074
toll-like receptor pathway(BioCarta)	100013	100192	100790
toll-like receptor pathway(BioCarta)	100013	100192	100075
toll-like receptor pathway(BioCarta)	100013	100192	100075
links between pyk2 and map kinases(BioCarta)	100057	100765	26733
links between pyk2 and map kinases(BioCarta)	100057	100765	26733
links between pyk2 and map kinases(BioCarta)	100057	100765	100205
tgf beta signaling pathway(BioCarta)	100017	100235	100848
tgf beta signaling pathway(BioCarta)	100017	100235	100849
tgf beta signaling pathway(BioCarta)	100017	100235	100726
regulation of pgc-1a(BioCarta)	100075	100997	101326
regulation of pgc-1a(BioCarta)	100075	100997	101327
regulation of pgc-1a(BioCarta)	100075	100997	101325
regulation of pgc-1a(BioCarta)	100075	100997	101325
alk in cardiac myocytes(BioCarta)	100244	103677	102382
alk in cardiac myocytes(BioCarta)	100244	103677	102382
alk in cardiac myocytes(BioCarta)	100244	103677	100220
tumor suppressor arf inhibits ribosomal biogenesis(BioCarta)	100237	101111	100831
hypoxia and p53 in the cardiovascular system(BioCarta)	100084	101111	100831
tumor suppressor arf inhibits ribosomal biogenesis(BioCarta)	100237	101111	100831
hypoxia and p53 in the cardiovascular system(BioCarta)	100084	101111	100831
tumor suppressor arf inhibits ribosomal biogenesis(BioCarta)	100237	101111	100104
hypoxia and p53 in the cardiovascular system(BioCarta)	100084	101111	100104
tumor suppressor arf inhibits ribosomal biogenesis(BioCarta)	100237	101111	26524
hypoxia and p53 in the cardiovascular system(BioCarta)	100084	101111	26524
igf-1 signaling pathway(BioCarta)	100136	101969	26550
igf-1 signaling pathway(BioCarta)	100136	101969	26550
igf-1 signaling pathway(BioCarta)	100136	101969	100061
west nile virus(BioCarta)	100001	100024	100608
west nile virus(BioCarta)	100001	100024	100632
west nile virus(BioCarta)	100001	100024	100631
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101870	100403
inhibition of cellular proliferation by gleevec(BioCarta)	100154	101870	100403
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101870	100403
inhibition of cellular proliferation by gleevec(BioCarta)	100154	101870	100403
il-2 receptor beta chain in t cell activation(BioCarta)	100129	101870	101195
inhibition of cellular proliferation by gleevec(BioCarta)	100154	101870	101195
alk in cardiac myocytes(BioCarta)	100244	103675	102384
alk in cardiac myocytes(BioCarta)	100244	103675	102384
cell cycle: g1/s check point(BioCarta)	100160	102433_4	101008
cell cycle: g1/s check point(BioCarta)	100160	102433_4	26607
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia(BioCarta)	100184	102849	101074
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia(BioCarta)	100184	102849	102086
erk and pi-3 kinase are necessary for collagen binding in corneal epithelia(BioCarta)	100184	102849	101073
ceramide signaling pathway(BioCarta)	100206	103133	102205
ceramide signaling pathway(BioCarta)	100206	103133	102205
ceramide signaling pathway(BioCarta)	100206	103133	102204
p38 mapk signaling pathway(BioCarta)	100085	101151	101398
p38 mapk signaling pathway(BioCarta)	100085	101151	101398
p38 mapk signaling pathway(BioCarta)	100085	101151	26500
role of mal in rho-mediated activation of srf(BioCarta)	100114	101641	26554
role of mal in rho-mediated activation of srf(BioCarta)	100114	101641	26554
role of mal in rho-mediated activation of srf(BioCarta)	100114	101641	100052
ifn alpha signaling pathway(BioCarta)	100139	102018	101822
ifn alpha signaling pathway(BioCarta)	100139	102018	101823
ifn alpha signaling pathway(BioCarta)	100139	102018	100230
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101997	35
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101997	44
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101997	101805
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101997	101060
skeletal muscle hypertrophy is regulated via akt-mtor pathway(BioCarta)	100137	101997	101060
rho cell motility signaling pathway(BioCarta)	100041	100544	10263
rho cell motility signaling pathway(BioCarta)	100041	100544	100750
rho cell motility signaling pathway(BioCarta)	100041	100544	100214
rho cell motility signaling pathway(BioCarta)	100041	100544	100560
rho cell motility signaling pathway(BioCarta)	100041	100544	100560
role of brca1 brca2 and atr in cancer susceptibility(BioCarta)	100234	103548	101290
role of brca1 brca2 and atr in cancer susceptibility(BioCarta)	100234	103548	101290
role of brca1 brca2 and atr in cancer susceptibility(BioCarta)	100234	103548	102318
regulation of cell cycle progression by plk3(BioCarta)	100068	100923	100831
regulation of cell cycle progression by plk3(BioCarta)	100068	100923	101293
srebp control of lipid synthesis(BioCarta)	100038	100518	100466
srebp control of lipid synthesis(BioCarta)	100038	100518	100466
keratinocyte differentiation(BioCarta)	100119	100446	100694
mcalpain and friends in cell motility(BioCarta)	100111	100446	100694
map kinase inactivation of smrt corepressor(BioCarta)	100032	100446	100694
keratinocyte differentiation(BioCarta)	100119	100446	100694
mcalpain and friends in cell motility(BioCarta)	100111	100446	100694
map kinase inactivation of smrt corepressor(BioCarta)	100032	100446	100694
keratinocyte differentiation(BioCarta)	100119	100446	100981
mcalpain and friends in cell motility(BioCarta)	100111	100446	100981
map kinase inactivation of smrt corepressor(BioCarta)	100032	100446	100981
cadmium induces dna synthesis and proliferation in macrophages(BioCarta)	100209	103204	100862
cadmium induces dna synthesis and proliferation in macrophages(BioCarta)	100209	103204	102223
fas signaling pathway (cd95)(BioCarta)	100167	102552	100606
fas signaling pathway (cd95)(BioCarta)	100167	102552	100383
fas signaling pathway (cd95)(BioCarta)	100167	102552	101971
rna polymerase iii transcription(BioCarta)	100039	100525	101053
rna polymerase iii transcription(BioCarta)	100039	100525	101052
rna polymerase iii transcription(BioCarta)	100039	100525	101049
rna polymerase iii transcription(BioCarta)	100039	100525	101051
rna polymerase iii transcription(BioCarta)	100039	100525	101050
rna polymerase iii transcription(BioCarta)	100039	100525	101049
tgf beta signaling pathway(BioCarta)	100017	100228	100847
tgf beta signaling pathway(BioCarta)	100017	100228	100645
tgf beta signaling pathway(BioCarta)	100017	100228	100841
tgf beta signaling pathway(BioCarta)	100017	100228	100846
tnf/stress related signaling(BioCarta)	100026	100387	100942
tnf/stress related signaling(BioCarta)	100026	100387	100942
tnf/stress related signaling(BioCarta)	100026	100387	26500
cell cycle: g2/m checkpoint(BioCarta)	100159	102381_1	100831
cell cycle: g2/m checkpoint(BioCarta)	100159	102381_1	101372
cell cycle: g2/m checkpoint(BioCarta)	100159	102381_1	25632
t cell receptor signaling pathway(BioCarta)	100022	100311	100909
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100311	100909
role of mef2d in t-cell apoptosis(BioCarta)	100109	100311	100909
t cell receptor signaling pathway(BioCarta)	100022	100311	100899
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100311	100899
role of mef2d in t-cell apoptosis(BioCarta)	100109	100311	100899
t cell receptor signaling pathway(BioCarta)	100022	100311	100674
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100311	100674
role of mef2d in t-cell apoptosis(BioCarta)	100109	100311	100674
t cell receptor signaling pathway(BioCarta)	100022	100311	100906
lck and fyn tyrosine kinases in initiation of tcr activation(BioCarta)	100023	100311	100906
role of mef2d in t-cell apoptosis(BioCarta)	100109	100311	100906
proteolysis and signaling pathway of notch(BioCarta)	100091	101236	101438
proteolysis and signaling pathway of notch(BioCarta)	100091	101236	101439
proteolysis and signaling pathway of notch(BioCarta)	100091	101236	101437
inhibition of cellular proliferation by gleevec(BioCarta)	100154	102281	101195
inhibition of cellular proliferation by gleevec(BioCarta)	100154	102281	101195
inhibition of cellular proliferation by gleevec(BioCarta)	100154	102281	101715
intrinsic prothrombin activation pathway(BioCarta)	100122	101764	101701
intrinsic prothrombin activation pathway(BioCarta)	100122	101764	101704
intrinsic prothrombin activation pathway(BioCarta)	100122	101764	100597
endocytotic role of ndk phosphins and dynamin(BioCarta)	100099	101395	101514
endocytotic role of ndk phosphins and dynamin(BioCarta)	100099	101395	101515
endocytotic role of ndk phosphins and dynamin(BioCarta)	100099	101395	101508
signal transduction through il1r(BioCarta)	100132	101907	100757
signal transduction through il1r(BioCarta)	100132	101907	100757
signal transduction through il1r(BioCarta)	100132	101907	101791
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling(BioCarta)	100173	102648	102000
neuroregulin receptor degredation protein-1 controls erbb3 receptor recycling(BioCarta)	100173	102648	102001
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100694	101005
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100694	101008
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100694	101007
cell cycle: g1/s check point(BioCarta)	100160	102431	101932
cell cycle: g1/s check point(BioCarta)	100160	102431	101008
cell cycle: g1/s check point(BioCarta)	100160	102431	101184
role of erk5 in neuronal survival pathway(BioCarta)	100171	102634	26564
role of erk5 in neuronal survival pathway(BioCarta)	100171	102634	26564
role of erk5 in neuronal survival pathway(BioCarta)	100171	102634	26553
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100700	101184
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100700	100369
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100700	26483
influence of ras and rho proteins on g1 to s transition(BioCarta)	100054	100700	26481
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100846	100956
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100846	100956
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100846	101207
sonic hedgehog receptor ptc1 regulates cell cycle(BioCarta)	100060	100846	101115
t cell receptor signaling pathway(BioCarta)	100022	100343	100203
atm signaling pathway(BioCarta)	100235	100343	100203
bcr signaling pathway(BioCarta)	100227	100343	100203
fc epsilon receptor i signaling in mast cells(BioCarta)	100165	100343	100203
t cell receptor signaling pathway(BioCarta)	100022	100343	100203
atm signaling pathway(BioCarta)	100235	100343	100203
bcr signaling pathway(BioCarta)	100227	100343	100203
